itch	O
.	O
No	O
irrit	O
.	O
veri	O
hygien	O
!	O
benefit	O
1	B_NUMBER_OF_CONTENTS_IN_SALES_PACKAGE
.	O
guarante	O
non	O
toxic	O
materi	O
.	O
2	O
.	O
No	O
harm	O
substanc	O
use	O
in	O
the	O
colour	O
process	O
.	O
3	O
requir	O
pH	B_FABRIC_CARE
valu	I_FABRIC_CARE
maintain	I_FABRIC_CARE
.	I_FABRIC_CARE
wash	I_FABRIC_CARE
care	I_FABRIC_CARE
machin	I_FABRIC_CARE
wash	I_FABRIC_CARE
cold	I_FABRIC_CARE
water	I_FABRIC_CARE
.	I_FABRIC_CARE
dark	I_FABRIC_CARE
colour	I_FABRIC_CARE
separ	I_FABRIC_CARE
.	I_FABRIC_CARE
Do	I_FABRIC_CARE
not	I_FABRIC_CARE
bleach	I_FABRIC_CARE
.	I_FABRIC_CARE
line	I_FABRIC_CARE
dri	I_FABRIC_CARE
in	I_FABRIC_CARE
shade	I_FABRIC_CARE
.	I_FABRIC_CARE
Do	I_FABRIC_CARE
not	I_FABRIC_CARE
iron	I_FABRIC_CARE
on	I_FABRIC_CARE
print	I_FABRIC_CARE
.	O
warm	O
iron	O
low	O
packag	O
product	O
come	O
with	O
A	O
beauti	O
poli	O
bag	O
littl	B_BRAND
life	I_BRAND
babi	O
frock	O
100	O
cotton	B_FABRIC
(	O
pink	O
)	O
(	O
DN	O
162	O
)	O
(	O
size	O
16	O
)	O
off	O
white	B_COLOR
fit	O
woven	O
print	B_PATTERN
fit	O
and	O
flare	O
dress	O
,	O
ha	O
a	O
V	B_NECK
neck	I_NECK
,	O
sleeveless	B_SLEEVE
with	O
contrast	O
panel	O
along	O
the	O
armhol	O
,	O
stitch	O
detail	O
on	O
the	O
front	O
and	O
back	O
,	O
contrast	O
tape	O
along	O
the	O
waist	O
with	O
gather	O
beneath	O
,	O
a	O
conceal	O
zip	O
closur	O
on	O
the	O
left	O
seam	O
,	O
and	O
ha	O
an	O
attach	O
line	O
.	O
enhanc	O
your	O
style	O
quotient	O
in	O
thi	O
fit	O
and	O
flare	O
dress	O
from	O
vero	B_BRAND
moda	I_BRAND
.	O
team	O
it	O
up	O
with	O
a	O
contrast	O
pair	O
of	O
pump	O
for	O
a	O
stun	O
appeal	O
.	O
casual	B_OCCASION
frock	O
for	O
your	O
littl	O
one	O
from	O
ollington	B_BRAND
St	I_BRAND
.	I_BRAND
collect	I_BRAND
.	O
light	O
color	O
,	O
cute	O
