to	O
our	O
custom	O
by	O
provid	O
them	O
with	O
less	O
expens	O
but	O
genuin	O
swarovski	O
product	O
.	O
the	O
swarovski	B_GEMSTONE
crystal	I_GEMSTONE
in	O
our	O
product	O
is	O
tag	O
made	O
with	O
swarovski	B_BRAND
element	I_BRAND
by	O
swarovski	O
for	O
authent	O
.	O
We	O
do	O
not	O
have	O
sale	O
agent	O
to	O
sell	O
our	O
product	O
,	O
pleas	O
bewar	O
of	O
cheap	O
duplic	O
done	O
by	O
other	O
seller	O
.	O
We	O
do	O
not	O
take	O
ani	O
respons	O
for	O
ananth	O
jewel	O
brand	O
product	O
brought	O
through	O
other	O
seller'	O
.	O
these	O
classi	O
ear	O
,	O
will	O
add	O
the	O
desir	O
charm	O
you	O
wish	O
to	O
have	O
in	O
your	O
appear	O
.	O
you	O
can	O
team	O
them	O
with	O
ani	O
casual	O
outfit	O
to	O
showcas	O
your	O
uniqu	O
style	O
A	O
pair	O
of	O
gold	B_COLOR
drop	B_TYPE
ear	I_TYPE
,	O
ha	O
a	O
textur	O
oval	O
sahp	O
base	O
and	O
dangler	O
.	O
secur	O
with	O
a	O
post	B_EARRING_BACK_TYPE
and	I_EARRING_BACK_TYPE
back	I_EARRING_BACK_TYPE
closur	I_EARRING_BACK_TYPE
.	O
the	O
length	O
of	O
the	O
ear	O
is	O
3	O
.	O
6cm	O
.	O
0	O
.	O
31	O
ct	O
fullcutdiamond	B_BRAND
diamond	B_GEMSTONE
ear	O
in	O
gold	B_COLOR
real	O
diamond	B_GEMSTONE
sterl	B_BASE_MATERIAL
silver	I_BASE_MATERIAL
ear	O
where	O
the	O
drop	O
design	B_COLLECTION
is	O
modifi	O
to	O
make	O
it	O
natur	O
inspir	O
.	O
featur	O
small	O
flower	O
like	O
enhanc	O
in	O
bigger	O
drop	O
which	O
are	O
made	O
to	O
glitter	O
becaus	O
of	O
sparkl	O
diamond	O
cut	O
clean	O
crystal	O
.	O
perfect	O
parti	O
wear	O
accessori	O
to	O
complement	O
formal	O
gown	O
as	O
