8	O
yr	O
;	O
size	O
30	O
fit	O
8	O
yr	O
9	O
yr	O
;	O
size	O
32	O
fit	O
9	O
yr	O
10	O
yr	O
;	O
size	O
34	O
fit	O
10	O
yr	O
11	O
yr	O
;	O
size	O
36	O
fit	O
11	O
yr	O
12	O
yr	O
;	O
size	O
38	O
fit	O
12	O
yr	O
13	O
yr	O
;	O
size	O
40	O
fit	O
13	O
yr	O
14	O
yr	O
.	O
elast	B_CLOSURE
on	O
waistlin	O
,	O
full	O
length	O
balbottom	O
style	O
plazo	B_TYPE
with	O
line	O
.	O
grey	B_COLOR
corduroy	O
,	O
mid	O
rise	O
trouser	O
,	O
lightli	O
wash	O
,	O
ha	O
a	O
waistband	O
with	O
belt	O
loop	O
,	O
zip	O
fli	O
and	O
button	O
closur	O
,	O
two	O
scoop	O
pocket	O
on	O
the	O
front	O
with	O
one	O
coin	O
pocket	O
on	O
the	O
right	O
,	O
stitch	O
detail	O
on	O
the	O
front	O
knee	O
,	O
two	O
patch	O
pocket	O
on	O
the	O
back	O
with	O
embroid	O
detail	O
,	O
brand	O
patch	O
on	O
the	O
back	O
waistbandcraft	O
from	O
premium	O
fabric	O
and	O
style	O
to	O
perfect	O
by	O
a	O
team	O
of	O
highli	O
skill	O
design	O
to	O
the	O
last	O
detail	O
,	O
hrx	B_BRAND
is	O
a	O
rang	O
of	O
casual	B_OCCASION
that	O
enabl	O
you	O
to	O
embodi	O
the	O
style	O
of	O
hrithik	O
roshan	O
himself	O
.	O
An	O
undisput	O
super	O
star	O
,	O
thi	O
pair	O
of	O
trouser	O
is	O
best	O
style	O
with	O
a	O
shirt	O
layer	O
over	O
a	O
plain	O
white	O
tee	O
.	O
look	O
your	O
stylish	O
best	O
with	O
thi	O
pair	O
of	O
trouser	O
from	O
the	O
hous	O
of	O
talibi	O
.	O
It	O
featur	O
waistband	O
with	O
belt	O
loop	O
,	O
button	B_CLOSURE
and	O
zip	B_FLY
fli	O
closur	O
,	O
a	O
slant	O
pocket	O
on	O
either	O
side	O
of	O
the	O
front	O
,	O
with	O
button	B_CLOSURE
closur	O
on	O
the	O
back	O
.	O
