,	O
waist	O
22	O
inch	O
,	O
sholder	O
16	O
.	O
5	O
inch	O
,	O
bust	O
42	O
CM	O
(	O
note	O
design	O
,	O
color	O
or	O
pattern	O
on	O
the	O
actual	O
product	O
may	O
slightli	O
vari	O
from	O
design	O
,	O
color	O
or	O
pattern	O
shown	O
in	O
the	O
imag	O
due	O
to	O
photograph	O
light	O
or	O
your	O
monitor	O
devic	O
color	O
set	O
.	O
bottom	O
and	O
accessori	O
shown	O
in	O
the	O
imag	O
is	O
just	O
for	O
photographi	O
purpos	O
.	O
imag	O
are	O
onli	O
represent	O
.	O
)	O
look	O
for	O
a	O
fusion	O
between	O
ethnic	O
and	O
chic	O
.	O
the	O
fresh	O
floral	O
and	O
bold	O
print	B_PATTERN
,	O
would	O
make	O
thi	O
kurti	B_SALES_PACKAGE
an	O
ideal	O
choic	O
.	O
It	O
will	O
give	O
your	O
everyday	O
dress	O
a	O
trendi	O
new	O
effortless	O
look	O
.	O
contrast	O
mandarin	O
collar	O
and	O
half	O
placket	O
with	O
button	O
make	O
it	O
more	O
smarter	O
.	O
for	O
an	O
ethno	O
chic	O
look	O
,	O
put	O
on	O
a	O
pair	O
of	O
leg	O
and	O
some	O
delic	O
ethnic	O
jewelleri	O
.	O
from	O
the	O
hous	O
of	O
rash	B_BRAND
collect	I_BRAND
present	O
a	O
wide	O
rang	O
of	O
fine	O
tailor	O
apparel	O
that	O
are	O
craft	O
to	O
give	O
you	O
a	O
comfort	O
fit	O
.	O
add	O
thi	O
classi	O
purpl	O
color	O
long	O
length	O
3	B_SLEEVE
4	I_SLEEVE
sleev	I_SLEEVE
anarkali	O
cotton	B_FABRIC
kurta	O
with	O
stylish	O
round	B_NECK
neck	I_NECK
in	O
your	O
casual	B_BRAND
collect	I_BRAND
.	O
A	O
must	O
have	O
apparel	O
in	O
your	O
wardrob	O
,	O
complet	O
your	O
look	O
with	O
a	O
pair	O
of	O
ear	O
.	O
M	B_BRAND
meri	I_BRAND
present	O
to	O
you	O
3	B_SLEEVE
4	I_SLEEVE
slevess	I_SLEEVE
,	O
navi	O
color	O
cotton	B_FABRIC
kurit	O
with	O
pink	O
neck	O
and	O
side	O
lase	O
get	O
a	O
perfect	O
feminin	O
look	O
with	O
thi	O
red	O
and	O
white	O
print	B_PATTERN
kurti	O
for	O
women	O
present	O
by	O
the	O
renown	O
brand	O
VV	B_BRAND
passion	I_BRAND
.	O
thi	O
chic	O
kurti	O
,	O
featur	O
eye	O
catch	O
print	B_PATTERN
all	O
over	O
and	O
sleeveless	B_SLEEVE
is	O
best	O
for	O
your	O
valuabl	O
currenc	O
.	O
club	O
it	O
with	O
contrast	O
leg	O
and	O
flat	O
sandal	O
to	O
flaunt	O
your	O
classi	O
look	O
or	O
don	O
thi	O
beauti	O
kurti	O
with	O
attract	O
jhutti	O
which	O
will	O
sure	O
attract	O
lot	O
of	O
compliment	O
from	O
your	O
friend	O
and	O
rel	O
.	O
moreov	O
,	O
thi	O
kurti	O
is	O
design	O
with	O
eleg	O
print	B_PATTERN
which	O
will	O
sure	O
lend	O
you	O
with	O
decent	O
look	O
.	O
product	O
descript	O
add	O
an	O
untouch	O
glamour	O
to	O
your	O
look	O
when	O
you	O
wear	O
thi	O
turquois	B_COLOR_CODE
color	O
kurti	O
.	O
look	O
classi	O
and	O
stylish	O
in	O
thi	O
piec	O
and	O
revel	O
in	O
the	O
comfort	O
of	O
the	O
soft	O
georgett	B_FABRIC
fabric	O
.	O
the	O
kurti	O
is	O
custom	O
with	O
a	O
santoon	O
materi	O
in	O
it	O
inner	O
,	O
which	O
make	O
a	O
skin	O
friendli	O
attir	O
.	O
pair	O
it	O
with	O
match	O
leg	O
and	O
sandal	O
to	O
get	O
compliment	O
for	O
your	O
classi	O
choic	O
length	O
Is	O
38	O
inch	O
,	O
fabric	O
Is	O
2	O
.	O
25mtr	O
long	O
.	O
suitabl	O
for	O
size	O
upto	O
42	O
.	O
semi	O
stich	O
bhama	B_BRAND
coutur	I_BRAND
black	B_COLOR
embroid	B_EMBROIDERED_YES
kurti	O
now	O
glam	O
Up	O
In	O
thi	O
white	O
and	O
blue	B_COLOR
print	B_PATTERN
kurti	O
that	O
Is	O
perfect	O
As	O
A	O
daili	O
wear	O
.	O
exud	O
your	O
feminin	O
beauti	O
with	O
thi	O
ethno	O
urban	O
look	O
.	O
round	O
neck	O
with	O
V	O
split	O
contrast	O
design	O
and	O
wide	O
pipe	O
In	O
the	O
button	O
placket	O
contrast	O
print	B_PATTERN
design	O
In	O
the	O
hemlin	O
with	O
side	O
slit	O
bebo	B_BRAND
black	O
kurti	O
with	O
white	O
line	O
in	O
a	O
poli	B_FABRIC
georgett	I_FABRIC
fabric	O
thi	O
black	B_COLOR
and	O
orang	O
print	B_PATTERN
cotton	B_FABRIC
kurti	O
show	O
off	O
your	O
knack	O
for	O
know	O
