44	O
)	O
rrj	B_BRAND
creation	I_BRAND
is	O
a	O
compani	O
by	O
a	O
bunch	O
of	O
fashion	O
and	O
valu	O
consciou	O
profession	O
who	O
get	O
the	O
best	O
design	O
made	O
for	O
you	O
.	O
say	O
bye	O
bye	O
to	O
date	O
look	O
,	O
look	O
differ	O
and	O
new	O
everytim	O
with	O
the	O
latest	O
fashion	O
kurti	O
from	O
rrj	B_BRAND
creation	I_BRAND
slip	O
into	O
thi	O
classi	O
black	B_COLOR
kurti	B_SALES_PACKAGE
adorn	O
with	O
embroid	B_EMBROIDERED_YES
jaal	O
in	O
contrast	O
glisten	O
thread	O
ad	O
all	O
over	O
the	O
length	O
.	O
To	O
complet	O
it	O
look	O
,	O
thi	O
can	O
be	O
team	O
as	O
shown	O
in	O
the	O
imag	O
.	O
long	O
straight	O
rayon	B_FABRIC
slub	I_FABRIC
fabric	O
with	O
mirror	O
embroideri	B_PATTERN
uniqu	O
embroideri	B_EMBROIDERED_NO
work	O
thi	O
is	O
a	O
purpl	B_COLOR_CODE
print	B_PATTERN
georgett	B_FABRIC
kurti	O
with	O
yellow	O
yoke	O
.	O
thi	O
is	O
suitabl	O
for	O
parti	B_OCCASION
and	O
regular	O
wear	O
.	O
rayon	B_FABRIC
print	B_PATTERN
kurti	O
ha	O
A	O
band	O
collar	O
with	O
fabric	O
button	O
detail	O
ON	O
the	O
chest	O
,	O
AN	O
insert	O
pocket	O
ON	O
the	O
right	O
waist	O
side	O
,	O
side	O
slit	O
with	O
brand	O
azrajamil	B_BRAND
fine	O
cotton	B_FABRIC
pink	B_COLOR
resham	O
and	O
mirror	O
embroid	B_EMBROIDERED_YES
tradit	O
kurti	O
for	O
women	O
thi	O
orang	O
and	O
grey	O
color	O
kurti	O
from	O
the	O
collect	O
hous	O
of	O
patola	B_BRAND
fashion	I_BRAND
will	O
put	O
an	O
appeal	O
charm	O
on	O
your	O
whole	O
person	O
.	O
perfect	O
to	O
be	O
ad	O
to	O
your	O
collect	O
,	O
thi	O
kurti	O
is	O
just	O
amaz	O
with	O
it	O
uniqu	O
pattern	O
.	O
thi	O
kurti	O
will	O
let	O
you	O
make	O
a	O
strike	O
style	O
statement	O
at	O
ani	O
casual	B_OCCASION
outing	O
.	O
moreov	O
,	O
the	O
perfect	O
blend	O
of	O
color	O
and	O
the	O
rich	O
cotton	B_FABRIC
cambric	I_FABRIC
construct	O
will	O
sure	O
fetch	O
you	O
oodl	O
of	O
compliment	O
.	O
match	O
it	O
with	O
classic	O
jewelleri	O
and	O
a	O
pair	O
of	O
leg	O
to	O
complet	O
your	O
casual	B_OCCASION
look	O
.	O
ultim	O
green	O
sparkl	O
yoke	O
kurti	O
from	O
the	O
hous	O
of	O
rash	B_BRAND
collect	I_BRAND
present	O
a	O
wide	O
rang	O
of	O
fine	O
tailor	O
apparel	O
that	O
are	O
craft	O
to	O
give	O
you	O
a	O
comfort	O
fit	O
.	O
add	O
thi	O
classi	O
heavi	O
embroidri	O
color	O
long	O
length	O
3	B_SLEEVE
4	I_SLEEVE
sleev	I_SLEEVE
anarkali	O
cotton	B_FABRIC
kurta	O
with	O
stylish	O
round	B_NECK
neck	I_NECK
in	O
your	O
casual	B_BRAND
collect	I_BRAND
.	O
A	O
must	O
have	O
apparel	O
in	O
your	O
wardrob	O
,	O
complet	O
your	O
look	O
with	O
a	O
pair	O
of	O
ear	O
.	O
black	O
white	B_COLOR
block	O
print	B_PATTERN
kurti	O
with	O
pink	O
yellow	O
border	O
play	O
up	O
girli	O
element	O
correctli	O
wear	O
thi	O
jacket	O
style	O
?	O
?	O
kurti	O
.	O
design	O
with	O
absolut	O
perfect	O
,	O
thi	O
?	O
?	O
kurti	O
?	O
?	O
is	O
?	O
?	O
soft	O
against	O
the	O
skin	O
and	O
will	O
keep	O
you	O
at	O
eas	O
.	O
team	O
it	O
with	O
churidar	O
in	O
lighter	O
or	O
brighter	O
hue	O
to	O
creat	O
a	O
contrast	O
effect	O
.	O
add	O
thi	O
trendi	O
print	B_PATTERN
kurti	O
to	O
your	O
wardrob	O
and	O
let	O
the	O
beauti	O
diva	O
come	O
out	O
.	O
with	O
premium	O
qualiti	O
materi	O
of	O
cotton	B_FABRIC
thi	O
piec	O
will	O
sure	O
offer	O
you	O
and	O
ultim	O
comfort	O
which	O
you	O
never	O
felt	O
befor	O
.	O
grab	O
it	O
as	O
soon	O
as	O
you	O
can	O
and	O
match	O
with	O
your	O
semi	O
formal	O
attir	O
.	O
kurti	O
are	O
a	O
trendi	O
pick	O
for	O
ani	O
casual	B_OCCASION
occas	O
and	O
thi	O
purpl	B_COLOR
kurti	O
from	O
catmini	B_BRAND
is	O
no	O
except	O
.	O
thi	O
beauti	O
floral	O
thread	O
embroideri	B_PATTERN
with	O
cream	O
color	O
thread	O
make	O
a	O
good	O
color	O
combin	O
.	O
full	O
embroid	B_PATTERN
sleev	O
and	O
around	O
neck	O
.	O
kurti	O
will	O
go	O
well	O
with	O
color	O
jeg	O
.	O
moreov	O
,	O
the	O
polyest	B_FABRIC
fabric	O
contribut	O
to	O
it	O
qualiti	O
and	O
comfort	O
level	O
.	O
model	O
detail	O
thi	O
model	O
is	O
of	O
age	O
6	O
year	O
,	O
height	O
4	O
ft	O
.	O
and	O
she	O
is	O
wear	O
top	O
of	O
size	O
26	O
.	O
straight	O
cut	O
,	O
print	B_PATTERN
cotton	O
bodi	O
and	O
print	B_PATTERN
georgett	B_FABRIC
sleev	O
with	O
embroid	B_EMBROIDERED_YES
kurta	O
patti	O
with	O
stand	O
collar	O
and	O
attach	O
inner	O
In	O
butter	O
crepe	O
materi	O
3	B_SLEEVE
4th	I_SLEEVE
sleev	I_SLEEVE
.	O
step	O
out	O
in	O
style	O
with	O
thi	O
offwhit	O
and	O
brown	O
print	B_PATTERN
long	O
kurti	O
from	O
the	O
hous	O
of	B_BRAND
fashion205	I_BRAND
.	O
made	O
of	O
high	O
qualiti	O
fabric	O
,	O
thi	O
kurti	O
will	O
keep	O
you	O
at	O
comfort	O
all	O
day	O
long	O
.	O
georgett	O
plain	O
digit	O
print	O
long	O
kurti	O
with	O
metal	O
button	O
raro	B_BRAND
blue	B_COLOR
stripe	O
kurti	O
thi	O
kurti	O
is	O
an	O
everyday	O
essenti	O
.	O
It	O
?	O
featur	O
?	O
V	O
necklin	O
,	O
three	O
quarter	O
sleev	O
with	O
contrast	O
tape	O
at	O
cuff	O
,	O
side	O
slit	O
and	O
straight	O
?	O
hemlin	O
.	O
We	O
?	O
suggest	O
?	O
to	O
?	O
team	O
?	O
it	O
?	O
with	O
?	O
a	O
?	O
churidar	O
?	O
leg	O
?	O
and	O
?	O
sandal	O
for	O
a	O
smart	O
look	O
.	O
product	O
descript	O
yellow	B_COLOR
georgett	B_FABRIC
digit	O
print	B_PATTERN
fanci	O
tunic	O
product	O
type	O
readi	O
